compid;compid;composito;holeid;midx;midy;midz;sampleid;campana;starkey_min;bwi_kwh_tc;bwi_kwh_tm;ai_;rec_cut_pct;rec_as_pct;rec_ag_pct;rec_zn_pct;rec_peso_pct;velsed_cf12_mh;pct_sol_finalescf;velsed_sflo_mh;sol_finalessf_pct;ys54pct_pa;ys57pct_pa;ys60pct_pa;ph_natural;lito;alte;piso;uge;ind88;ugm_starkey;ugm_wi;ugm_rec_cu;ugm_rec_as;ugm_rec_ag;ugm_rec_ag_a;ugm_rec_zn;ugm_velsed;ugm_ys;kcuklimpel;kagklimpel;kcugz;kaggz;recmasicacf_12min;recmasicatf_12min;bo;cs;cpy;cv;esf;en;py;tetra;ten;ag;as;au;cut;cus;fet;mo;pb;sb;zn
compid;compid;PGD21_LAB_241;MHDD0498;8831.345;23913.908;1921.888;PGD21_LAB_24;PGD2021;37.2;13.29;14.65;0.04;83.08;75.96;80.57;92.43;18.18;9.04;57.42;0.16;48.08;0.54;1.21;4.36;8.54;Andesita;Argilica Ava;BAS;C5;0;5;5;5;4;5;5;2;6;6;0.521;-99;0.273;0.273;16.818;18.177;0;1.12;0.05;0;0.91;0.35;10.16;0.01;0;0.001;0.007;0.12;0.91;0.07;4.35;0.001;0.111;0.003;0.55
compid;compid;PGD21_LAB_242;MHDD0498;8832.565;23913.803;1919.149;PGD21_LAB_24;PGD2021;38.31;14.42;15.9;0.05;90.08;78.76;89.19;87.82;16.09;3.13;49.49;0.05;31.94;3.26;5.72;8.47;8.24;Andesita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;2;0.988;-99;0.436;0.406;16.948;16.095;0;1.05;0.07;0;1.06;0.25;10.12;0.01;0;0.001;0.014;0.04;0.42;0.05;4.13;0.001;0.114;0.002;0.559
compid;compid;PGD21_LAB_243;MHDD0482;9057.372;23829.119;2047.705;PGD21_LAB_24;PGD2021;39.24;13.54;14.93;-99;91.17;92.96;83;95.01;22.66;6.96;49.36;0.1;40.6;4.17;6.17;8;7.97;Porfido Feld;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;0.56;-99;0.241;0.194;21.831;22.663;0;0.66;0;0;0.27;0.15;6.83;0.11;0;0.002;0.152;0.03;2.74;0.08;3.17;0.001;0.093;0;0.33
compid;compid;PGD21_LAB_244;MHDD0499;9043.083;23870.764;2053.425;PGD21_LAB_24;PGD2021;22.31;13.96;15.39;-99;86.75;74.71;73.22;94.86;14.59;5;47.85;0.04;20.05;9.32;11.27;14.06;8.37;Brecha Volca;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;3;1.358;-99;0.548;0.479;13.468;14.593;0;1.82;0.11;0;0.41;0.09;11.62;0.02;0;0.001;0.037;0.01;1.98;0.02;3.77;0.001;0.062;0.001;0.262
compid;compid;PGD21_LAB_245;MHDD0499;9047.573;23870.611;2042.298;PGD21_LAB_24;PGD2021;43.08;12.91;14.24;-99;84.89;83.29;60.37;90.41;8.69;5.13;43.37;0.05;27.27;5.98;9.95;13.85;8.43;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;0.635;-99;0.31;0.274;9.589;8.694;0;1.82;0.11;0;0.41;0.09;11.62;0.02;0;0.001;0.037;0.01;1.98;0.02;3.77;0.001;0.062;0.001;0.262
compid;compid;PGD21_LAB_246;MHDD0476;8725.293;24021.845;1917.601;PGD21_LAB_24;PGD2021;44.91;15.07;16.61;-99;72.6;84.54;68.06;84.62;12.63;15.78;56.45;0.17;51.83;0.37;1.75;4.01;7.56;Andesita;Argilica Ava;AAS;C5;0;5;5;5;3;3;3;3;6;5;0.301;-99;0.172;0.16;12.658;12.625;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.001;0.069;0.06;0.3;0.1;3.82;0.001;0.078;0.001;0.391
compid;compid;PGD21_LAB_247;MHDD0480;9198.513;24071.155;2047.364;PGD21_LAB_24;PGD2021;34.34;12.16;13.4;0.04;89.07;82.33;66.63;86.22;12.48;1.69;44.39;0.05;27.17;1.83;4.24;5.56;7.83;Andesita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;2;2.998;-99;1.088;0.796;12.249;12.481;0;1.25;0.22;0;0.57;0.17;8.37;0.01;0;0.001;0.032;0.02;0.58;0.06;3.24;0.001;0.079;0;0.556
compid;compid;PGD21_LAB_248;MHDD0445;8811.311;24128.952;1917.594;PGD21_LAB_24;PGD2021;43.96;14.63;16.13;0.1;79.14;89.02;73.27;90.78;10.12;11.38;53.81;0.1;41.26;0.52;0.87;2.1;7.84;Granodiorita;Argilica Ava;AAS;C5;0;5;5;5;3;3;3;3;23;5;0.433;-99;0.235;0.234;10.391;10.122;0.46;0.19;0.04;0;0.49;0.13;7.24;0.01;0.22;0.002;0.247;0.14;2.2;0.09;6.3;0.001;0.095;0.002;0.443
compid;compid;PGD21_LAB_249;MHDD0445;8816.785;24128.346;1904.452;PGD21_LAB_24;PGD2021;24.94;13.14;14.48;-99;94.79;96.32;85.62;92.37;15.69;4.54;47.85;0.04;20.55;3.62;5.34;7.4;6.52;Granodiorita;Filica;AAS;C1;1;3;3;4;3;4;4;3;5;3;3.774;-99;1.36;0.855;17.517;15.686;0.13;0.08;0.03;0;0.58;0.03;6.76;0.01;0.07;0.001;0.133;0.02;0.96;0.05;5.11;0.001;0.105;0;0.417
compid;compid;PGD21_LAB_250;MHDD0445;8828.403;24127.12;1876.82;PGD21_LAB_25;PGD2021;54.81;14.94;16.47;-99;96.46;94.14;86.59;90.46;11.86;7.61;54.83;0.08;37.02;1.51;3.21;4.29;6.8;Andesita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;2;3.122;-99;1.19;0.875;11.48;11.861;0.54;0.48;0.12;0;0.61;0.03;6.28;0.01;0.09;0.001;0.039;0.02;0.29;0.03;3.61;0.001;0.078;0;0.399
compid;compid;PGD21_LAB_251;MHDD0445;8838.937;24126.07;1851.982;PGD21_LAB_25;PGD2021;25.8;12.96;14.29;-99;89.98;91.69;76.86;90.09;14.55;7.07;54.06;0.1;40.65;1.61;2.29;5.47;6.91;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;0.826;-99;0.351;0.307;15.485;14.551;0.09;0.99;0.17;0;0.73;0.09;7.18;0.01;0;0.001;0.076;0.02;0.83;0.03;4.76;0.001;0.112;0.001;0.495
compid;compid;PGD21_LAB_252;MHDD0445;8841.273;24125.82;1846.461;PGD21_LAB_25;PGD2021;28.1;13.11;14.46;-99;86.47;92.95;86.71;92.57;16.58;4.09;51.29;0.09;36.54;3.23;6.53;8.34;7.3;Andesita;Argilica Ava;AAS;C5;0;5;5;5;3;3;3;3;6;5;0.574;-99;0.264;0.294;17.044;16.58;0;0.29;0.06;0;0.45;0.07;6.63;0.01;0;0.001;0.102;0.02;0.75;0.02;3.88;0.001;0.132;0.001;0.504
compid;compid;PGD21_LAB_253;MHDD0443;8970.574;24132.092;1904.999;PGD21_LAB_25;PGD2021;55.03;15.49;17.07;-99;93.62;95.93;84.06;94.07;12.93;8.29;53.46;0.1;37.75;1.45;4.21;5.97;7.71;Porfido Cuar;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;3;1.822;-99;0.776;0.679;12.887;12.934;0;0.2;0.05;0;0.84;0.06;8.15;0.03;0;0.001;0.025;0.02;0.2;0.03;3.9;0.001;0.208;0;0.609
compid;compid;PGD21_LAB_254;MHDD0444;8855.097;24166.407;1888.215;PGD21_LAB_25;PGD2021;69.3;15.4;16.98;0.08;92.03;93.35;77;68.52;10.04;6.32;51.14;0.15;41.57;1.43;4.43;10.34;7.73;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;3;6;2;1.808;-99;0.787;0.609;11.875;10.041;0;0.47;0.13;0.21;0.49;0.11;8.26;0.01;0.07;0.001;0.059;0.02;0.39;0.03;4.07;0.001;0.059;0;0.678
compid;compid;PGD21_LAB_255;MHDD0444;8857.495;24166.156;1881.911;PGD21_LAB_25;PGD2021;49.03;15.41;16.99;-99;92.34;95.27;86.03;79.48;16.14;5.57;51.75;0.12;40.2;4.07;5.23;9.06;7.65;Andesita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;2;1.737;-99;0.724;0.586;15.245;16.142;0;0.47;0.13;0.21;0.49;0.11;8.26;0.01;0.07;0.001;0.059;0.02;0.39;0.03;4.07;0.001;0.059;0;0.678
compid;compid;PGD21_LAB_256;MHDD0439;8947.253;24214.686;1905.708;PGD21_LAB_25;PGD2021;65.01;15.36;16.94;-99;90.44;89.43;88;88.02;15.17;5.23;54.14;0.09;37.67;4.64;10.77;13.45;7.69;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;3;6;2;1.119;-99;0.497;0.437;14.804;15.17;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.001;0.026;0.05;0.28;0.02;3.75;0.001;0.064;0.004;0.569
compid;compid;PGD21_LAB_257;MHDD0439;8954.556;24213.976;1890.929;PGD21_LAB_25;PGD2021;58.23;16.19;17.84;-99;87.87;91.62;78.26;89.73;13.29;8.66;56.22;0.11;40.59;2.98;3.86;8.38;7.65;Andesita;Filica;AAS;C1;0;3;3;5;3;4;4;3;6;2;0.989;-99;0.469;0.434;14.448;13.285;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.001;0.024;0.02;0.2;0.02;3.96;0.002;0.053;0.001;0.528
compid;compid;PGD21_LAB_258;MHDD0455;9316.469;24319.931;2043.573;PGD21_LAB_25;PGD2021;47.81;15.11;16.66;0.07;87.62;94.75;82.11;88.21;10.07;6.87;51.94;0.09;36.54;3.5;5.22;7.96;7.73;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;1.781;-99;0.716;0.637;9.934;10.068;0;0.6;0.33;0;0.37;0.1;6.17;0.01;0;0.001;0.025;0.06;0.68;0.11;3.02;0.001;0.115;0.006;0.171
compid;compid;PGD21_LAB_259;MHDD0480;9195.265;24071.264;2054.124;PGD21_LAB_25;PGD2021;33.03;14.23;15.69;0.05;79.77;80.07;52.28;84.01;9.87;1.34;44.09;0.05;26.69;12.79;13.39;19;8.19;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;1.281;-99;0.528;0.493;9.786;9.873;0;1.25;0.22;0;0.57;0.17;8.37;0.01;0;0.001;0.032;0.02;0.58;0.06;3.24;0.001;0.079;0;0.556
compid;compid;PGD21_LAB_260;MHDD0212;8866.477;24270.471;1884.994;PGD21_LAB_26;PGD2021;42.9;13.86;15.29;-99;95.12;91.43;84.02;88.23;13.39;8.68;56.22;0.08;34.73;9.25;15.8;24.01;7.69;Granodiorita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;3;3.085;-99;1.18;1.01;13.658;13.395;0.06;0.12;0.05;0;0.98;0.03;6.08;0.01;0.07;0.001;0.014;0.21;0.36;0.03;3.28;0.001;0.084;0.002;0.56
compid;compid;PGD21_LAB_261;MHDD0210;8885.621;24219.902;1906.517;PGD21_LAB_26;PGD2021;67.78;12.36;13.63;-99;93.5;91.88;88.7;90.07;15.44;5.95;53.33;0.1;37.57;3.28;5.72;13.67;7.81;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;1.352;-99;0.561;0.455;14.708;15.439;0.15;0.11;0.05;0;1.05;0.1;8.49;0;0.06;0.001;0.027;0.02;0.06;0.02;3.77;0.001;0.053;0.001;0.672
compid;compid;PGD21_LAB_262;MHDD0194;8941.211;24130.146;1912.592;PGD21_LAB_26;PGD2021;41.27;15.38;16.95;-99;94.08;95.77;88.58;95.69;11.44;3.96;50.09;0.08;34.2;10.57;11.22;13.52;7.84;Porfido Cuar;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;1.963;-99;0.798;0.64;12.271;11.443;0;0.08;0.01;0;0.94;0.31;8.89;0.01;0.18;0.001;0.103;0.02;0.34;0.04;3.63;0.002;0.107;0.001;0.619
compid;compid;PGD21_LAB_263;MHDD0218;8830.285;23869.538;1919.39;PGD21_LAB_26;PGD2021;47.83;14.5;15.99;0.04;91.69;40.24;88.56;87.67;14.41;1.76;47.25;0.04;21.73;7.84;10.7;16.17;7.68;Andesita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;6;6;1.885;-99;0.757;0.71;13.871;14.407;0;0.62;0.01;0;0.67;0.02;10.43;0.01;0.03;0.001;0.014;0.02;0.92;0.06;4.77;0.001;0.012;0.002;0.53
compid;compid;PGD21_LAB_264;MHDD0218;8833.455;23869.214;1909.385;PGD21_LAB_26;PGD2021;39.76;14.04;15.47;0.05;92.82;40.08;84.42;93.26;16.71;2.58;47.29;0.06;26.71;7.91;15.58;26.46;7.79;Andesita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;2;1.943;-99;0.737;0.648;14.804;16.713;0;0.62;0.01;0;0.67;0.02;10.43;0.01;0.03;0.001;0.014;0.02;0.92;0.06;4.77;0.001;0.012;0.002;0.53
compid;compid;PGD21_LAB_265;MHDD0522;8905.095;23646.929;1975.309;PGD21_LAB_26;PGD2021;49.01;14.62;16.12;-99;97.15;97.6;95.25;80.88;15.9;5.31;52.16;0.08;33.49;4.93;11.92;18.45;8.05;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;2.357;-99;0.92;0.799;15.271;15.899;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.002;0.033;0.03;0.34;0.04;3.79;0.001;0.084;0.001;0.906
compid;compid;PGD21_LAB_266;MHDD0522;8910.914;23641.085;1954.375;PGD21_LAB_26;PGD2021;53.56;15.24;16.8;-99;93.71;91.07;90.76;88.21;15.64;5.77;53.18;0.09;35.55;2.52;4.33;7.84;8.11;Andesita;Argilica Ava;BAS;C1;1;4;4;4;4;6;6;2;6;6;3.239;-99;1.232;1.071;17.319;15.64;-99;-99;-99;-99;-99;-99;-99;-99;-99;0.001;0.013;0.03;0.06;0.02;4;0.001;0.063;0;0.763
compid;compid;PGD21_LAB_267;MHDD0499;9052.065;23870.476;2031.171;PGD21_LAB_26;PGD2021;105.25;17.18;18.94;-99;84.87;53.51;48.27;62.28;8.54;3.72;46.92;0.09;35.07;3.78;6.96;9.4;8.04;Andesita;Filica;BAS;C1;0;3;3;5;4;6;6;2;4;2;2.432;-99;0.934;0.82;9.414;8.536;0;0.77;0;0;0.72;0.08;8.14;0.01;0;0.001;0.055;0.01;1.83;0.06;3.61;0.001;0.061;0.002;0.384
compid;compid;PGD21_LAB_268;MHDD0499;9056.009;23870.267;2021.442;PGD21_LAB_26;PGD2021;30.6;12.13;13.37;-99;86.69;94.18;78.39;90.9;10.79;5.78;53.59;0.09;37.92;1.86;2.47;3.93;8.1;Andesita;Argilica Ava;BAS;C5;0;5;5;5;4;5;5;2;6;6;0.566;-99;0.272;0.25;10.97;10.79;0;0.64;0;0;0.73;0.03;8.57;0.02;0.07;0.002;0.07;0.03;2.94;0.12;3.52;0.001;0.06;0.001;0.555
compid;compid;PGD21_LAB_269;MHDD0473;9209.19;24087.969;2030.146;PGD21_LAB_26;PGD2021;25.08;11.75;12.96;-99;92.07;91.66;84.67;93.34;13.98;3.64;47.14;0.05;26.1;4.48;6.92;8.25;8.26;Andesita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;6;6;1.785;-99;0.709;0.647;13.552;13.979;0.07;0.44;0;0;0.72;0.22;9.9;0.01;0;0.001;0.041;0.01;1.72;0.16;4.45;0.001;0.093;0;0.412
compid;compid;PGD21_LAB_270;MHDD0499;9060.226;23870.151;2011.014;PGD21_LAB_27;PGD2021;44.8;14.32;15.79;-99;84.66;85.2;71.51;88.35;12.86;3.54;48.7;0.05;31.15;10.81;14.14;19.19;8.28;Andesita;Argilica Ava;BAS;C5;0;5;5;5;4;5;5;2;6;6;2.446;-99;0.903;0.825;12.706;12.863;0;0.68;0;0;0.65;0.07;6.6;0.04;0.08;0.002;0.059;0.02;2.76;0.09;3.54;0.001;0.104;0;0.73
compid;compid;PGD21_LAB_271;MHDD0480;9203.414;24071.012;2037.239;PGD21_LAB_27;PGD2021;20.88;9.84;10.84;0.07;87.37;92.93;88.41;86.53;15.69;2.08;46.25;0.04;21.42;18.98;25.13;31.82;8.03;Andesita;Argilica Ava;AAS;C5;0;5;5;5;3;3;3;3;6;5;1.149;-99;0.513;0.494;16.095;15.687;0.02;0.44;0.01;0;0.75;0.26;11.16;0.01;0;0.001;0.056;0.03;1.01;0.06;3.21;0.001;0.093;0;0.404
compid;compid;PGD21_LAB_272;MHDD0473;9219.9;24078.087;1982.84;PGD21_LAB_27;PGD2021;25.78;13.14;14.49;-99;92.89;84.48;82.76;87.89;14.41;5.34;47.82;0.08;34.03;7.21;16.97;17.13;8.07;Brecha Volca;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;3.253;-99;1.217;1.12;14.182;14.414;0;1.08;0.13;0;0.52;0.02;5.3;0.01;0;0.001;0.01;0.03;1;0.03;4.58;0.001;0.092;0;0.478
compid;compid;PGD21_LAB_273;MHDD0455;9321.064;24317.342;2033.641;PGD21_LAB_27;PGD2021;21.1;11.21;12.36;0.03;92.94;93.13;89.72;77.4;11.09;3.8;50.07;0.05;26.72;9.48;13.87;20.55;7.8;Andesita;Argilica Ava;AAS;C1;1;4;4;4;3;4;4;3;6;6;0.955;-99;0.405;0.385;11.058;11.086;0;0.47;0.05;0;0.32;0.05;6.58;0.01;0;0.001;0.026;0.03;0.53;0.05;3.8;0.001;0.121;0;0.184
compid;compid;PGD21_LAB_274;MHDD0406;8518.357;24535.207;2191.82;PGD21_LAB_27;PGD2021;29.66;13.87;15.29;-99;87.7;90.41;69.93;69.33;15.69;8.26;56.72;0.1;41.51;3.5;6.02;9.54;8.22;Brecha Hidro;Argilica Ava;BAS;C1;0;4;4;5;4;6;6;2;5;6;0.784;-99;0.381;0.342;14.551;15.687;0;0.17;0.03;0;0.48;0.19;11.47;0.01;0;0.001;0.018;0.02;0.3;0.02;4.37;0.003;0.052;0.002;0.153
compid;compid;PGD21_LAB_275;MHDD0483;9031.208;23853.79;2037.9;PGD21_LAB_27;PGD2021;43.68;15.22;16.78;0.06;83.22;57.39;66.05;92.73;13.02;14.46;48.43;0.08;36.09;3.55;5.73;9.17;8.09;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;0.649;-99;0.33;0.33;13.492;13.017;0;0.63;0.09;0;0.58;0.27;8.14;0.02;0;0.001;0.052;0.03;2.07;0.11;3.7;0.001;0.107;0;0.491
compid;compid;PGD21_LAB_276;MHDD0483;9033.523;23853.765;2034.042;PGD21_LAB_27;PGD2021;43.08;15.87;17.5;0.06;86.32;79.03;79.61;92.27;17.05;11.62;49.53;0.07;34.82;2.72;6.3;11.86;8.09;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;0.744;-99;0.368;0.37;16.259;17.047;0;0.63;0.09;0;0.58;0.27;8.14;0.02;0;0.001;0.052;0.03;2.07;0.11;3.7;0.001;0.107;0;0.491
compid;compid;PGD21_LAB_277;MHDD0483;9036.97;23853.724;2028.238;PGD21_LAB_27;PGD2021;36.95;13.48;14.87;0.05;81.75;85.87;86.03;92.2;12.27;11.57;51.4;0.06;34.24;3.48;7.24;17.53;8.01;Andesita;Argilica Ava;AAS;C5;0;5;5;5;3;3;3;3;6;5;0.407;-99;0.213;0.197;11.609;12.275;0;0.63;0.09;0;0.58;0.27;8.14;0.02;0;0.001;0.052;0.03;2.07;0.11;3.7;0.001;0.107;0;0.491
compid;compid;PGD21_LAB_278;MHDD0483;9040.417;23853.68;2022.435;PGD21_LAB_27;PGD2021;48.02;15.27;16.83;-99;86.32;93.24;81.21;91.32;14.26;7.91;51.33;0.07;34.77;10.42;15.88;31.06;8.07;Andesita;Filica;MIX;C5;0;1;1;2;2;2;2;1;1;1;0.988;-99;0.447;0.39;14.111;14.257;0;0.85;0.02;0;0.37;0.06;7.99;0.01;0;0.001;0.028;0.03;0.7;0.02;3.5;0.001;0.107;0.001;0.351
compid;compid;PGD21_LAB_279;MHDD0483;9045.014;23853.615;2014.698;PGD21_LAB_27;PGD2021;44.91;14.04;15.48;-99;75.22;86.04;73.08;73.09;11.45;6.63;45.87;0.08;31.31;11.75;22.74;31.92;8.1;Andesita;Filica;BAS;C1;0;3;3;5;4;6;6;2;4;2;2.47;-99;0.902;0.714;11.254;11.447;0;0.85;0.02;0;0.37;0.06;7.99;0.01;0;0.001;0.028;0.03;0.7;0.02;3.5;0.001;0.107;0.001;0.351
compid;compid;PGD21_LAB_280;MHDD0483;9048.08;23853.566;2009.541;PGD21_LAB_28;PGD2021;54.3;14.33;15.8;0.07;81.5;83.21;75.47;88.87;11.36;1.19;43.23;0.04;22.47;16.8;27.08;43.33;8.01;Andesita;Filica;MIX;C1;0;1;1;2;1;1;1;1;1;1;2.623;-99;0.926;0.766;11.426;11.363;0;0.41;0.01;0;0.56;0.04;10.69;0.01;0;0.001;0.018;0.02;0.35;0.05;4.08;0.001;0.107;0.002;0.506
compid;compid;PGD21_LAB_281;MHDD0483;9051.927;23853.501;2003.102;PGD21_LAB_28;PGD2021;46.11;12.92;14.25;0.04;74.54;60.83;46.85;89.5;11.18;2.04;46.76;0.08;32.13;6.23;10.52;11.76;8.46;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;0.813;-99;0.387;0.351;10.337;11.184;0;0.56;0;0;0.64;0.17;8.43;0.06;0;0.001;0.018;0.02;0.49;0.09;3.18;0.001;0.107;0.001;0.558
compid;compid;PGD21_LAB_282;MHDD0483;9054.236;23853.461;1999.241;PGD21_LAB_28;PGD2021;52.18;14.34;15.81;-99;82.57;68.2;75.96;88.58;10.14;3.86;50.07;0.09;35.37;10.77;20.85;29.13;8.41;Andesita;Argilica Ava;BAS;C5;0;5;5;5;4;5;5;2;6;6;1.818;-99;0.713;0.706;10.814;10.142;0;0.56;0;0;0.64;0.17;8.43;0.06;0;0.001;0.018;0.02;0.49;0.09;3.18;0.001;0.107;0.001;0.558
compid;compid;PGD21_LAB_283;MHDD0483;9056.929;23853.411;1994.734;PGD21_LAB_28;PGD2021;42.88;13.24;14.6;0.05;70.13;52.36;58.83;74.98;9.9;1.34;43.77;0.09;32.13;8.71;10.91;12.61;8.38;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;1.112;-99;0.492;0.427;10.152;9.902;0;0.55;0;0;0.67;0.12;8.65;0.05;0;0.001;0.016;0.03;0.45;0.13;3.29;0.001;0.107;0;0.14
compid;compid;PGD21_LAB_284;MHDD0419;8961.726;23981.918;1910.205;PGD21_LAB_28;PGD2021;46.13;14.45;15.93;-99;86.73;84.39;79.15;88.33;10.32;3.12;49.97;0.08;35.59;6.18;14.36;19.76;7.77;Andesita;Argilica Ava;BAS;C5;0;5;5;5;4;5;5;2;6;6;0.573;-99;0.264;0.253;10.597;10.316;0.5;0.09;0.03;0;0.8;0.04;6.78;0.01;0;0.001;0.031;0.11;0.46;0.06;4.07;0.001;0.088;0.009;0.459
compid;compid;PGD21_LAB_285;MHDD0419;8969.57;23973.922;1887.297;PGD21_LAB_28;PGD2021;61.88;16;17.64;-99;94.17;92.7;88.62;89.48;13.36;8.77;56.27;0.11;37.3;9.53;14.35;27.71;7.78;Andesita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;6;5;0.91;-99;0.378;0.359;13.711;13.363;0.44;1.11;0.06;0;0.73;0.31;5.48;0.01;0;0.001;0.021;0.02;0.34;0.03;3.5;0.001;0.126;0.001;0.75
compid;compid;PGD21_LAB_286;MHDD0444;8876.077;24164.252;1832.846;PGD21_LAB_28;PGD2021;50.19;14.72;16.23;-99;95.74;95.41;93.64;97.58;18.48;8.44;54.11;0.09;36.53;4.07;7.45;12.47;7.95;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;0.653;-99;0.25;0.22;17.395;18.48;0;0.37;0.1;0;1.02;0.05;6.13;0.01;0.12;0.001;0.098;0.15;1.72;0.04;2.91;0.001;0.115;0.001;0.51
compid;compid;PGD21_LAB_287;MHDD0451;8646.497;24158.956;1988.626;PGD21_LAB_28;PGD2021;37.23;13.78;15.19;0.03;79.7;86.68;74.55;81.65;15.31;28.14;62.26;0.17;49.77;0.41;1.14;3.01;7.68;Andesita;Argilica Ava;BAS;C1;0;4;4;5;4;6;6;2;6;6;0.403;-99;0.215;0.199;15.41;15.31;0;1;0.11;0;0.44;0.09;13.51;0;0;0.001;0.017;0.16;0.39;0.05;5.76;0.001;0.037;0.002;0.479
compid;compid;PGD21_LAB_288;MHDD0423;9022.204;24167.736;1888.677;PGD21_LAB_28;PGD2021;25.28;13.74;15.14;-99;84.5;86.35;81.85;85.24;10.61;15.42;52.35;0.1;34.95;10.12;15.56;19.61;8.36;Dique de Por;Filica;BAS;C1;0;3;3;5;4;6;6;2;4;3;2.906;-99;1.069;0.787;10.581;10.606;0;1.71;0.24;0;0.68;0.1;6.45;0.01;0;0.001;0.027;0.27;0.31;0.02;3.25;0.001;0.086;0;0.355
compid;compid;PGD21_LAB_289;MHDD0423;9024.878;24167.457;1880.878;PGD21_LAB_28;PGD2021;31.04;15.05;16.59;-99;96.04;94.96;89.39;90.04;13.5;19.08;54.27;0.1;38.18;4.87;6.65;9.35;7.88;Brecha Hidro;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;2.482;-99;0.992;0.839;13.222;13.496;0;1.71;0.24;0;0.68;0.1;6.45;0.01;0;0.001;0.027;0.27;0.31;0.02;3.25;0.001;0.086;0;0.355
compid;compid;PGD21_LAB_290;MHDD0417;8693.004;24223.079;1995.765;PGD21_LAB_29;PGD2021;30.02;13.05;14.39;0.03;87.44;87.95;82.39;90.5;14.32;8.48;54.06;0.06;33.92;5.14;9.72;15.68;7.88;Andesita;Argilica Ava;BAS;C5;0;5;5;5;4;5;5;2;6;6;0.723;-99;0.364;0.305;14.664;14.317;0;0.35;0.05;0;0.59;0.15;6.47;0;0;0.001;0.017;0.01;1.03;0.02;4.93;0.001;0.05;0.002;0.385
compid;compid;PGD21_LAB_291;MHDD0417;8699.736;24222.669;1978.27;PGD21_LAB_29;PGD2021;30.68;13.57;14.96;-99;83.09;87.69;80.15;94.13;14;18.36;61.34;0.1;46.67;3.58;6.7;9.09;7.88;Granodiorita;Argilica Ava;BAS;C5;0;5;5;5;4;5;5;2;5;6;0.53;-99;0.282;0.273;13.578;14;0;0.67;0.07;0;0.46;0.45;5.52;0;0;0.001;0.024;0.02;0.5;0.02;4.07;0.001;0.155;0.001;0.464
compid;compid;PGD21_LAB_292;MHDD0418;8661.207;24271.382;2017.558;PGD21_LAB_29;PGD2021;40.65;15.16;16.72;-99;86.63;79.44;75.25;83.03;15.97;8.08;54.76;0.05;30.27;1.29;2.94;4.45;7.55;Andesita;Filica;BAS;C1;0;3;3;5;4;6;6;2;4;2;1.408;-99;0.565;0.446;15.327;15.966;0;0.36;0.06;0;0.3;0.1;8.3;0;0;0.001;0.052;0.1;1.75;0.13;8.56;0.001;0.096;0.018;0.26
compid;compid;PGD21_LAB_293;MHDD0436;8771.917;24341.388;1983.746;PGD21_LAB_29;PGD2021;40.62;14.77;16.28;0.06;94.49;95.84;85.88;84.82;13.49;18.84;54.54;0.09;35.33;6.8;11.83;14.68;7.75;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;1.183;-99;0.488;0.444;13.059;13.494;0;0.19;0.09;0;0.48;0.12;7.73;0.01;0;0.001;0.102;0.04;0.97;0.1;4.07;0.001;0.054;0.002;0.297
