compid;compid;composito;holeid;midx;midy;midz;sampleid;campana;starkey_min;bwi_kwh_tc;bwi_kwh_tm;ai_;rec_cut_pct;rec_as_pct;rec_ag_pct;rec_zn_pct;rec_peso_pct;velsed_cf12_mh;pct_sol_finalescf;velsed_sflo_mh;sol_finalessf_pct;ys54pct_pa;ys57pct_pa;ys60pct_pa;ph_natural;lito;alte;piso;uge;ind88;ugm_starkey;ugm_wi;ugm_rec_cu;ugm_rec_as;ugm_rec_ag;ugm_rec_ag_a;ugm_rec_zn;ugm_velsed;ugm_ys;kcuklimpel;kagklimpel;kcugz;kaggz;recmasicacf_12min;recmasicatf_12min;bo;cs;cpy;cv;esf;en;py;tetra;ten;ag;as;au;cut;cus;fet;mo;pb;sb;zn
compid;compid;PGD-143;MHDD0104;9069.038;24992.03;2168.297;MGM-18051;PGD2016;30.7;12.4;13.6;-99;91;95.5;70;78;16.69;25.9;58.91;0.31;54.23;3.33;6.09;14.05;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;-99;-99;0.4;-99;14.064;16.695;0;0.68;0.03;0;0.09;0.66;7.54;0.01;0;0.001;0.092;0.05;0.93;0.06;3.47;0.001;0.02;0.001;0.054
compid;compid;PGD-144;MHDD0068;9033.123;24717.681;2069.572;MGM-18052;PGD2016;18.5;12.4;13.7;-99;91.2;97.1;75.7;92.1;15.22;12.9;51.5;0.18;45.24;4.6;8.54;13.18;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;0.8;-99;14.387;15.221;0;0.22;0.02;0;0.44;0.36;8.23;0.01;0.18;0.001;0.073;0.07;0.42;0.02;3.57;0.001;0.037;0.002;0.213
compid;compid;PGD-145;MHDD0038;9276.948;24671.195;2108.718;MGM-18053;PGD2016;13;9.3;10.2;-99;95.2;98.9;86.5;87.9;20.77;4.5;44.21;0.07;31.23;11.56;33.12;84.4;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.9;-99;18.162;20.771;0;0.39;0.11;0;0.23;0.32;7.98;0.03;0.04;0.001;0.045;0.02;1.09;0.02;3.85;0.001;0.073;0.007;0.177
compid;compid;PGD-146;MHDD0038;9282.756;24670.67;2063.343;MGM-18054;PGD2016;7.4;9.7;10.7;-99;94.5;97.9;87.6;87.6;18.59;1.9;38.09;0.07;27.12;19.36;23.32;55.7;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.6;-99;17.725;18.588;0;0.76;0.19;0;0.39;0.22;8.12;0.04;0.07;0.001;0.046;0.02;1.49;0.03;4.14;0.001;0.086;0.019;0.181
compid;compid;PGD-147;MHDD0036;9205.895;24623.91;2071.022;MGM-18055;PGD2016;13.9;11.2;12.4;-99;97.3;97.1;95.5;97.5;25.57;3.4;43.77;0.07;29.55;62.86;125.4;130;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.5;-99;25.878;25.569;0;0.46;0.08;0;0.94;0.2;6.65;0.03;0.03;0.001;0.048;0.03;0.87;0.04;3.98;0.002;0.102;0.012;0.601
compid;compid;PGD-148;MHDD0036;9196.447;24623.943;2119.61;MGM-18056;PGD2016;56.6;13.7;15.1;-99;97.3;92.2;91.3;94.7;20.78;27.6;54;0.87;54;3.13;4.4;13.22;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;-99;-99;1.2;-99;20.052;20.777;0;0.46;0.03;0;0.34;0.52;9.64;0.03;0.35;0.001;0.082;0.07;0.7;0.03;3.86;0.002;0.058;0.007;0.221
compid;compid;PGD-149;MHDD0035;9294.679;24623.775;2082.74;MGM-18057;PGD2016;9.1;9.5;10.5;-99;89.5;80.5;88.3;88.1;30.63;2.4;38.59;0.06;25.26;29.85;53.5;83.66;-99;Granodiorita;Filica;AAS;BHX;1;3;3;3;3;3;3;3;23;3;-99;-99;0.2;-99;31.042;30.627;0;1.22;0.14;0;0.26;0.15;8.42;0.05;0.09;0.002;0.038;0.08;0.98;0.03;3.86;0.001;0.101;0.018;0.162
compid;compid;PGD-150;MHDD0069;9270.947;24689.553;2023.566;MGM-18058;PGD2016;38;14.5;16;-99;97.4;87.2;94;94.7;18.04;27;55.02;0.8;54.29;5.36;8.89;15.39;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;-99;-99;0.9;-99;18.862;18.043;0;0.8;0.07;0;0.39;0.29;7.28;0.05;0.13;0.003;0.069;0.05;1.24;0.05;3.61;0.001;0.031;0.016;0.195
compid;compid;PGD19_LAB_001;MHDD0261A;8746.621;24368.851;2122.416;MGM-52593;PGD2019;37.5;13.9;15.3;-99;91.5;92.6;83;90.1;24.49;24;64;0.18;54.61;3.7;7.78;13.76;-99;Brecha Hidro;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;0.766;-99;0.334;0.287;24.39;24.49;0;0.5;0.04;0;0.38;0.12;11.81;0.02;0.05;0.001;0.025;0.01;0.89;0.1;6.04;0.001;0.033;0;0.237
compid;compid;PGD19_LAB_002;MHDD0309;8922.347;24267.605;2188.393;MGM-52594;PGD2019;29.1;12.9;14.2;-99;98.1;96.1;78.2;58.7;24.03;10.3;50.03;0.07;40.6;16.62;19.67;21.97;-99;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;1.39;-99;0.506;0.38;24.04;24.033;0;0.41;0.03;0;0.11;0.21;9.9;0.02;0;0.001;0.022;0.03;3.09;0.06;6.93;0.001;0.024;0.006;0.049
compid;compid;PGD19_LAB_003;MHDD0309;8987.018;24265.97;2100.986;MGM-52595;PGD2019;20.7;12.3;13.6;-99;97.8;98.2;87.1;68.8;18.68;22.8;59.36;0.17;49.95;5.99;6.48;7.21;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;1.321;-99;0.483;0.423;18.962;18.676;0;1.11;0.13;0;0.21;0.21;7.9;0.01;0;0.001;0.023;0.01;1.06;0.02;4.11;0.001;0.033;0.001;0.149
compid;compid;PGD19_LAB_004;MHDD0309;8997.787;24265.345;2086.576;MGM-52596;PGD2019;29.9;13.4;14.8;-99;96.6;95.8;83.6;57.6;14.5;22.7;60;0.17;48.61;1.82;7.03;14.9;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;1.308;-99;0.514;0.427;12.901;14.496;0.07;0.67;0.06;0;0.17;0.07;6.52;0.01;0.05;0.001;0.021;0.01;0.57;0.06;3.36;0.001;0.019;0.001;0.347
compid;compid;PGD19_LAB_005;MHDD0304;9094.193;25953.193;2027.487;MGM-52597;PGD2019;12.1;12.4;13.6;-99;85.5;31.1;79.5;74.8;8.83;16.9;60.23;0.12;44.04;1;2.22;6.63;-99;Andesita;Filica;BAS;C1;0;3;3;5;4;6;6;2;4;2;1.871;-99;0.716;0.512;8.712;8.834;0;0.48;0.52;0;0.53;0.05;7.06;0.01;0;0.002;0.029;0.04;1.07;0.03;3.43;0.005;0.036;0.001;0.314
compid;compid;PGD19_LAB_006;MHDD0304;9080.262;25953.035;2007.883;MGM-52598;PGD2019;10.4;12.8;14.1;-99;94.7;26;88.5;59.4;11.64;13.8;57.81;0.09;39.44;2.2;2.38;11.97;-99;Brecha Hidro;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;2.946;-99;1.116;0.921;11.182;11.639;0.09;0.42;1.72;0;0.26;0.03;6.58;0;0;0.002;0.013;0.12;1.18;0.06;2.96;0.014;0.006;0;0.127
compid;compid;PGD19_LAB_007;MHDD0304;9088.545;25953.129;2019.539;MGM-52599;PGD2019;17.3;13.3;14.7;-99;93;41.3;82.3;77;9.55;14.2;56.97;0.12;44.57;3.03;10.47;13.26;-99;Andesita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;2;2.24;-99;0.863;0.683;8.58;9.553;0.19;1.01;1.45;0;0.26;0.05;6.28;0.01;0;0.002;0.022;0.11;1.4;0.03;3.14;0.011;0.004;0.004;0.077
compid;compid;PGD19_LAB_008;MHDD0310;9183.671;26372.014;2227.828;MGM-52600;PGD2019;10.4;13.1;14.5;-99;94.7;80.9;91.2;84.4;18.58;15.4;53.98;0.13;41.42;2.17;4.07;11.62;-99;Granodiorita;Argilica Ava;AAS;BHX;1;5;5;3;3;3;3;3;23;4;1.707;-99;0.643;0.477;19.968;18.579;0;2.09;0.1;0;0.17;1.16;6.67;0.09;0;0.002;0.149;0.05;1.02;0.3;3.16;0.003;0.058;0.029;0.1
compid;compid;PGD19_LAB_009;MHDD0272;9008.065;24776.015;1961.174;MGM-52601;PGD2019;17.9;13.5;14.8;-99;94.9;97.2;88.2;85.3;16.17;10.7;53.28;0.08;35.35;1.66;3.66;9.47;-99;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;2.851;-99;1.073;0.882;15.968;16.166;0;0.58;0.04;0;0.22;0.48;7.46;0.01;0;0.001;0.035;0.02;0.59;0.05;5.32;0.001;0.045;0.002;0.197
compid;compid;PGD19_LAB_010;MHDD0264;8809.566;24467.487;2034.566;MGM-52602;PGD2019;44.6;14.8;16.4;-99;95.8;93.7;82.3;89;13.15;11.3;54.61;0.08;36.9;2.71;6.18;21.54;-99;Granodiorita;Filica;BAS;C1;1;3;3;4;4;6;6;2;4;3;1.203;-99;0.82;0.42;13.473;13.149;0;0.25;0.02;0;0.68;0.13;8.26;0.01;0.11;0.001;0.024;0.08;0.25;0.03;3.7;0.002;0.074;0.004;0.516
compid;compid;PGD19_LAB_011;MHDD0282;8997.51;25670.313;2031.095;MGM-52603;PGD2019;27.8;13;14.3;-99;94.5;87.5;77.3;95.6;12.44;29.3;58.51;0.25;54.61;0.39;1.38;3.22;-99;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.101;-99;0.849;0.42;12.592;12.44;0;0.67;0.03;0;0.24;0.25;6.3;0;0;0.001;0.022;0.04;0.37;0.05;3.73;0.002;0.015;0.001;0.134
compid;compid;PGD19_LAB_012;MHDD0292;9058.616;26151.271;1985.239;MGM-52604;PGD2019;38;12.2;13.4;-99;85.5;81.7;73;80.9;20.3;30.6;56.88;0.97;62.06;0.69;1.3;5.22;-99;Brecha Hidro;Argilica Ava;AAS;BHX;0;5;5;5;3;3;3;3;23;4;0.481;-99;1.29;0.173;22.245;20.299;0.76;1.18;0.1;0;0.12;0.32;8.27;0.02;0.03;0.002;0.058;0.02;1.42;0.17;4.29;0.005;0.021;0.007;0.066
compid;compid;PGD19_LAB_013;MHDD0292;9059.541;26151.302;1977.041;MGM-52605;PGD2019;28.1;12.3;13.6;-99;96.2;94;91.5;87.1;16.86;29.3;63.01;0.28;61.13;1.66;3.51;8.07;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;0.969;-99;0.971;0.348;16.313;16.862;0.65;0.96;0.07;0;0.13;0.34;9.01;0.01;0.01;0.002;0.072;0.17;2.64;0.23;4.84;0.008;0.024;0.092;0.049
compid;compid;PGD19_LAB_014;MHDD0292;9052.718;26151.075;2037.406;MGM-52606;PGD2019;33.8;14.5;16;-99;92.8;72.6;78.9;62;18.93;19.2;55.35;0.19;45.01;1.97;7.44;13.74;-99;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.064;-99;1.11;0.376;16.274;18.928;0.1;0.24;0.1;0;0.06;0.04;8.67;0;0;0.001;0.014;0.02;0.26;0.05;6.11;0.002;0.009;0.001;0.039
compid;compid;PGD19_LAB_015;MHDD0292;9056.425;26151.19;2004.615;MGM-52607;PGD2019;22.5;13.3;14.7;-99;93.4;63.4;90.2;77.6;16.66;29;61.13;0.25;53.19;0.85;2.8;11.42;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;0.896;-99;0.354;0.347;16.858;16.659;0.41;0.54;0.05;0;0.04;0.08;8.07;0.01;0;0.002;0.017;0.02;0.51;0.06;3.81;0.003;0.019;0.002;0.036
compid;compid;PGD19_LAB_016;MHDD0292;9061.592;26151.367;1959.158;MGM-52608;PGD2019;24.6;12.6;13.9;-99;95.8;88.5;90.4;91.2;16.37;27.4;54.61;0.25;53.89;1.02;1.17;6.85;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.146;-99;0.763;0.458;15.124;16.373;0.57;0.6;0.24;0.01;0.04;0.09;8.41;0.01;0.03;0.002;0.019;0.1;3.4;0.13;4.78;0.006;0.012;0.003;0.035
compid;compid;PGD19_LAB_017;MHDD0292;9060.733;26151.338;1966.609;MGM-52609;PGD2019;25.8;12.1;13.4;-99;97.6;90.7;97;94.6;22.37;30;61.13;0.28;61.13;2.17;3.61;6.19;-99;Granodiorita;Argilica Ava;BAS;BHX;1;5;5;3;4;5;5;3;5;4;1.323;-99;0.25;0.509;22.002;22.369;0.7;0.87;0.15;0.03;0.04;0.14;8.94;0.01;0.03;0.002;0.034;0.03;1.94;0.22;4.62;0.006;0.017;0.006;0.062
compid;compid;PGD19_LAB_018;MHDD0282;8993.686;25668.083;2019.139;MGM-52610;PGD2019;32.5;13;14.4;-99;95.9;78.3;81.2;95.9;11.67;27.2;56.11;0.25;54.61;2.51;6.45;8.9;-99;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.308;-99;0.186;0.503;11.908;11.673;0;0.46;0.04;0;0.31;0.2;7.15;0;0;0.001;0.024;0.09;0.39;0.07;3.96;0.002;0.016;0.001;0.209
compid;compid;PGD19_LAB_019;MHDD0282;8991.426;25666.793;2012.105;MGM-52611;PGD2019;29.3;12.5;13.8;-99;91.3;87;71.6;92.7;15.9;27.4;55.35;0.25;53.19;1.47;2.66;10.12;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.075;-99;0.84;0.435;17.836;15.895;0;0.46;0.04;0;0.31;0.2;7.15;0;0;0.001;0.024;0.09;0.39;0.07;3.96;0.002;0.016;0.001;0.209
compid;compid;PGD19_LAB_020;MHDD0282;8984.447;25662.737;1990.301;MGM-52612;PGD2019;24.2;12.3;13.6;-99;96.8;96.9;89.6;97.3;19.25;28.8;62.06;0.26;57.69;2.07;3.34;5.8;-99;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.525;-99;1.213;0.586;18.66;19.253;0;0.28;0.06;0;0.27;0.1;7.19;0;0;0.001;0.017;0.02;0.13;0.03;3.74;0.003;0.013;0.001;0.158
compid;compid;PGD19_LAB_021;MHDD0291;9035.308;25825.252;2055.946;MGM-52613;PGD2019;37;13.3;14.6;-99;97.8;95.7;87.3;77.7;11.54;28.2;59.36;0.23;51.84;1.62;2.75;2.66;-99;Brecha Ignea;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;2.569;-99;1.06;0.862;10.928;11.54;0;0.53;0.03;0.02;0.09;0.12;8.85;0.01;0;0.002;0.072;0.04;0.96;0.08;3.53;0.002;0.016;0.004;0.05
compid;compid;PGD19_LAB_022;MHDD0291;9025.955;25825.489;2037.987;MGM-52614;PGD2019;28;13.6;14.9;-99;95.3;95;87.4;72.7;11.41;27.6;59.79;0.25;54.61;0.56;1.37;1.47;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;0.904;-99;0.235;0.288;10.957;11.408;0;0.54;0.04;0.03;0.07;0.14;8.07;0.01;0;0.001;0.047;0.1;0.79;0.08;4.26;0.002;0.008;0.002;0.063
compid;compid;PGD19_LAB_023;MHDD0291;9007.103;25825.62;2001.298;MGM-52615;PGD2019;11.2;12.4;13.6;-99;89.1;90.9;87.1;79.5;19.17;25.2;64;0.27;61.13;0.63;1.1;3.1;-99;Brecha Ignea;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.013;-99;1.011;0.422;20.534;19.169;0.06;0.5;0.15;0.07;0.06;0.12;8.52;0.01;0;0.001;0.02;0.09;0.68;0.04;7.48;0.002;0.018;0.002;0.041
compid;compid;PGD19_LAB_024;MHDD0291;9004.043;25825.643;1995.281;MGM-52616;PGD2019;34.6;13.6;15;-99;95.2;57.5;73;60.2;12.65;31.2;62.53;0.24;59.36;1.74;4.32;9.94;-99;Brecha Ignea;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.263;-99;1.554;0.424;12.514;12.651;0.06;0.5;0.15;0.07;0.06;0.12;8.52;0.01;0;0.001;0.02;0.09;0.68;0.04;7.48;0.002;0.018;0.002;0.041
compid;compid;PGD19_LAB_025;MHDD0284;8980.842;26082.369;2106.289;MGM-52617;PGD2019;25;12.6;13.8;-99;94.8;95.1;89.9;89;15.05;25.8;59.36;0.19;56.11;1.52;2.98;6.06;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;1.186;-99;0.89;0.402;16.831;15.05;0;0.51;0.03;0;0.14;0.03;5.15;0.04;0;0.001;0.013;0.01;0.14;0.04;2.14;0.001;0.016;0;0.085
compid;compid;PGD19_LAB_026;MHDD0284;9009.832;26082.25;2014.771;MGM-52618;PGD2019;32.9;13.5;14.9;-99;95.6;34.7;84.3;60.9;11.72;27.6;64;0.26;61.13;2.85;7.43;10.99;-99;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.991;-99;0.881;0.721;12.079;11.72;0.01;0.23;0.06;0;0.11;0.06;6.88;0.02;0;0.001;0.012;0.09;0.16;0.02;4.47;0.002;0.023;0.005;0.076
compid;compid;PGD19_LAB_027;MHDD0284;9021.959;26082.225;1975.345;MGM-52619;PGD2019;26.2;11.7;12.9;-99;93.4;95.9;88.2;89.2;22.53;28.2;58.1;0.58;58.51;2.25;4.91;8.2;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;0.94;-99;0.8;0.369;24.29;22.528;0.39;0.9;0.1;0;0.09;0.12;10.83;0.02;0.06;0.002;0.037;0.07;0.65;0.15;4.77;0.004;0.023;0.014;0.041
compid;compid;PGD19_LAB_028;MHDD0284;9024.589;26082.238;1966.737;MGM-52620;PGD2019;28.9;13.6;15;-99;92.8;91.3;86.5;83.1;14.01;28.3;56.11;0.27;53.89;1.49;3.28;8.77;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.267;-99;0.283;0.499;13.514;14.013;0.39;0.9;0.1;0;0.09;0.12;10.83;0.02;0.06;0.002;0.037;0.07;0.65;0.15;4.77;0.004;0.023;0.014;0.041
compid;compid;PGD19_LAB_029;MHDD0284;9030.044;26082.288;1948.799;MGM-52621;PGD2019;32.7;13.1;14.5;-99;93.7;61.7;80.6;69.8;16.76;28.8;64;0.54;61.13;1.09;3.64;5.57;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.136;-99;1.247;0.449;18.133;16.757;0.46;1.26;0.2;0;0.02;0.93;8.75;0.01;0;0.002;0.053;0.06;0.55;0.14;4.3;0.004;0.007;0.002;0.011
compid;compid;PGD19_LAB_030;MHDD0287;9137.169;26027.491;2112.254;MGM-52622;PGD2019;28.4;15;16.5;-99;80.2;21.3;84.3;48.2;7.51;18.9;62.21;0.39;54.72;5.6;7.07;12.16;-99;Dacita;Filica;BAS;C1;0;3;3;5;4;6;6;2;4;3;2.04;-99;1.975;0.58;7.249;7.51;0;0.28;0.65;0;0.63;0.01;7.04;0;0;0.001;0.006;0.02;0.26;0.02;3.92;0.004;0.111;0.001;0.423
compid;compid;PGD19_LAB_031;MHDD0287;9123.62;26027.793;2092.448;MGM-52623;PGD2019;27.4;13;14.3;-99;89.1;37.7;83.7;80;10.19;19.2;54.38;0.24;51.31;7.98;11.38;16.17;-99;Dacita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;2.016;-99;0.914;0.58;10.084;10.194;0;0.53;0.8;0;0.64;0.02;6.94;0;0;0.001;0.005;0.03;0.6;0.03;3.59;0.049;0.029;0.001;0.381
compid;compid;PGD19_LAB_032;MHDD0287;9117.302;26027.891;2083.139;MGM-52624;PGD2019;27.8;11.9;13.2;-99;89.3;38.1;80.9;77.1;11.67;18.2;54.76;0.17;48.3;7.45;13.17;25.62;-99;Dacita;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.823;-99;1.225;0.564;11.361;11.666;0.04;0.88;0.91;0;0.43;0.02;7.23;0;0;0.001;0.004;0.05;1.31;0.04;3.3;0.027;0.02;0.001;0.204
compid;compid;PGD19_LAB_033;MHDD0286;9152.89;26219.827;2217.06;MGM-52625;PGD2019;21.3;12.9;14.2;-99;90.6;85.9;86;59.2;14.75;28.8;57.73;1;62.11;1.63;2.76;4.6;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;1.114;-99;1.065;0.371;16.511;14.75;0;2.85;0.18;0;0.02;2.43;6.67;0.22;0;0.004;0.47;0.12;2.76;0.3;3.52;0.003;0.026;0.069;0.012
compid;compid;PGD19_LAB_034;MHDD0286;9140.603;26219.57;2200.032;MGM-52626;PGD2019;32;13.4;14.8;-99;95;78.3;88.4;60.5;10.02;25.2;54;0.92;63.17;3.11;6.31;7.05;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.348;-99;1.146;0.474;9.389;10.017;0.12;2.41;0.2;0;0.02;1.45;8.57;0.04;0;0.004;0.234;0.08;3.91;0.23;3.48;0.005;0.026;0.008;0.028
compid;compid;PGD19_LAB_035;MHDD0286;9144.545;26219.719;2205.509;MGM-52627;PGD2019;36.2;14.3;15.8;-99;91.4;86.2;84.6;32.8;14.01;29.8;56.97;1;61.69;1.09;2.99;4.03;-99;Granodiorita;Argilica Ava;AAS;C5;1;5;5;3;3;3;3;3;23;5;1.034;-99;1.336;0.33;14.302;14.009;0.17;2.61;0.19;0;0.03;1.66;10.46;0.06;0;0.003;0.239;0.06;2.52;0.36;4.68;0.002;0.051;0.013;0.017
compid;compid;PGD19_LAB_036;MHDD0286;9137.098;26219.514;2195.164;MGM-52628;PGD2019;21.5;13.3;14.7;-99;92.8;71;83.8;61.3;12.56;19.2;53.32;0.5;59.52;3.27;9.58;11.36;-99;Granodiorita;Argilica Ava;BAS;C1;1;4;4;4;4;6;6;2;5;6;2.378;-99;0.463;0.765;11.333;12.562;0.02;0.66;0.07;0;0.03;0.69;8.22;0.02;0;0.002;0.079;0.06;0.91;0.1;3.85;0.002;0.032;0.006;0.026
compid;compid;PGD19_LAB_037;MHDD0286;9133.152;26219.606;2189.688;MGM-52629;PGD2019;14.1;11.7;12.9;-99;94.7;81.5;85.8;63.5;14.24;19.2;51.91;0.77;57.77;6.07;8.46;20.54;-99;Granodiorita;Argilica Ava;BAS;C5;1;5;5;4;4;5;5;2;5;6;1.725;-99;0.715;0.592;14.649;14.237;0;0.81;0.07;0;0.03;1.19;7.38;0.04;0;0.002;0.098;0.07;1.45;0.1;3.46;0.003;0.023;0.006;0.027
compid;compid;PGD19_LAB_038;MHDD0286;9129.213;26219.558;2184.207;MGM-52630;PGD2019;7.2;11.2;12.4;-99;94.5;77.5;83.4;55.4;10.08;7.2;50.01;0.13;44.09;11.11;19.79;22.39;-99;Granodiorita;Argilica Ava;BAS;C1;1;4;4;4;4;6;6;2;5;6;2.24;-99;1.492;0.842;10.264;10.075;0.01;0.45;0.04;0;0.15;0.43;7.35;0.02;0;0.001;0.03;0.06;0.51;0.08;2.89;0.002;0.045;0.005;0.139
compid;compid;PGD19_LAB_039;MHDD0286;9117.471;26219.251;2167.713;MGM-52631;PGD2019;9.7;13.1;14.4;-99;93.5;80;86.9;87.6;14.61;9.2;54.74;0.07;39.83;12.78;14.7;28.41;-99;Brecha Ignea;Filica;BAS;C5;1;3;3;4;4;5;5;2;4;3;1.119;-99;1.612;0.41;15.235;14.613;0.06;0.6;0.11;0;0.24;0.12;7.17;0.03;0;0.001;0.033;0.01;0.66;0.06;3.46;0.002;0.04;0.015;0.174
compid;compid;PGD19_LAB_040;MHDD0286;9112.708;26219.06;2160.98;MGM-52632;PGD2019;29.8;12.7;14;-99;74.7;64.8;83.1;87.1;12.86;18.6;54.72;0.4;48.85;4.39;6.05;8.06;-99;Brecha Ignea;Filica;AAS;C5;0;3;3;5;3;3;3;3;23;3;0.953;-99;1.286;0.338;12.602;12.856;0.06;0.6;0.11;0;0.24;0.12;7.17;0.03;0;0.001;0.033;0.01;0.66;0.06;3.46;0.002;0.04;0.015;0.174
compid;compid;PGD19_LAB_041;MHDD0289;8738.68;24527.729;2141.32;MGM-52633;PGD2019;56.6;14.5;16;-99;93.1;95.3;90.1;86.3;21.15;27.8;62.18;0.18;51.93;1.39;1.57;8.67;-99;Porfido Feld;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;0.725;-99;1.516;0.247;21.618;21.155;0;0.43;0.06;0;0.34;0.3;14.24;0.01;0.06;0.001;0.034;0.04;0.96;0.11;5.32;0.001;0.093;0.002;0.308
compid;compid;PGD19_LAB_042;MHDD0197;8808.355;24349.409;2228.053;MGM-52634;PGD2019;73.5;15.8;17.5;-99;94.3;95.4;85.3;88.3;14.97;27.2;57.84;0.25;49.45;4.16;7.64;12.96;-99;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;3;6;2;0.772;-99;0.465;0.272;15.315;14.972;0;1.12;0.02;0;0.28;0.29;7;0.03;0;0.001;0.026;0.03;0.85;0.05;6.07;0.001;0.092;0.008;0.191
compid;compid;PGD19_LAB_043;MHDD0197;8819.578;24349.295;2199.424;MGM-52635;PGD2019;45.2;13.7;15.1;-99;92.8;90;79.6;58.6;12.74;11.5;59.52;0.11;42.3;5.98;9.45;17.35;-99;Andesita;Filica;AAS;C1;1;3;3;4;3;4;4;3;6;2;1.13;-99;0.523;0.356;11.843;12.74;0;0.39;0;0;0.49;0.16;8.74;0.03;0;0.001;0.042;0.03;0.49;0.06;6.91;0.001;0.094;0.01;0.374
compid;compid;PGD19_LAB_044;MHDD0197;8825.554;24349.182;2184.045;MGM-52636;PGD2019;33.4;11.7;12.9;-99;79.6;87.4;62.4;39.7;11.05;9.4;51.26;0.1;35.96;6.8;15.47;26.91;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;1.305;-99;1.664;0.446;11.184;11.05;0;0.36;0;0;0.8;0.06;8.5;0.04;0.03;0.001;0.028;0.03;0.38;0.04;9.71;0.001;0.082;0.011;0.522
compid;compid;PGD19_LAB_045;MHDD0289;8743.038;24527.952;2120.778;MGM-52637;PGD2019;59.7;14.7;16.2;-99;92.6;93.6;83.4;86;14.06;13.7;57.73;0.15;43.59;8.98;11.23;16.71;-99;Porfido Feld;Filica;AAS;C5;1;3;3;3;3;3;3;3;23;3;0.739;-99;1.418;0.272;12.721;14.056;0;0.22;0.1;0;0.48;0.15;7.78;0;0.03;0.001;0.052;0.04;0.68;0.04;5.03;0.001;0.093;0.001;0.381
compid;compid;PGD19_LAB_046;MHDD0263;8754.888;24399.37;2251.861;MGM-52638;PGD2019;41.2;12.5;13.8;-99;82.9;82.2;83.3;52.8;14.02;14.8;55.52;0.15;40.64;5.6;17.74;20.82;-99;Andesita;Filica;BAS;C5;0;3;3;5;4;5;5;2;4;2;0.747;-99;1.284;0.344;13.196;14.022;0;0.35;0.02;0;0.12;0.41;7.97;0.01;0.06;0.001;0.069;0.02;0.51;0.07;4.18;0.003;0.147;0.003;0.047
